6/20/2016,WorldRefugeeDay
6/20/2016,WorldRefugeeDay
6/20/2016,WorldRefugeeDay
6/20/2016,CareerTechEd
6/20/2016,CareerTechEd
6/20/2016,CareerTechEd
6/19/2016,FathersDay
6/19/2016,Juneteenth
6/19/2016,FathersDay
6/19/2016,Juneteenth
6/17/2016,Charleston9
6/17/2016,Copa100 OneNationOneTeam
6/17/2016,USAvECU OneNationOneTeam
6/17/2016,Charleston9
6/17/2016,Charleston9 actionsnotwords
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,OurRevolution
6/17/2016,Charleston9
6/17/2016,Copa100 OneNationOneTeam
6/17/2016,USAvECU OneNationOneTeam
6/16/2016,gunviolence enough
6/16/2016,filibuster gunviolence enough
6/16/2016,filibuster enough
6/16/2016,holdthefloor
6/16/2016,holdthefloor filibuster enough StopGunViolence
6/16/2016,ShesWithUs
6/16/2016,OurRevolution
6/16/2016,gunviolence enough
6/16/2016,filibuster gunviolence enough
6/16/2016,filibuster enough
6/16/2016,holdthefloor
6/16/2016,holdthefloor filibuster enough StopGunViolence
6/15/2016,Dreamers DACAWorks CIR
6/15/2016,enough
6/15/2016,VAIsForNPSLovers VAIsForVSPLovers
6/15/2016,Enough
6/15/2016,AMR
6/15/2016,OrlandoUnited
6/15/2016,OrlandoUnited Enough Filibuster
6/15/2016,Enough
6/15/2016,Enough filibuster
6/15/2016,Enough
6/15/2016,Dreamers DACAWorks CIR
6/15/2016,enough
6/15/2016,VAIsForNPSLovers VAIsForVSPLovers
6/15/2016,Enough
6/15/2016,AMR
6/15/2016,Enough
6/14/2016,ArmyBDay
6/14/2016,gsgoldaward
6/14/2016,AUMF
6/14/2016,ArmyBDay
6/14/2016,NetNeutrality
6/14/2016,FeelTheBern
6/14/2016,ArmyBDay
6/14/2016,gsgoldaward
6/14/2016,AUMF
6/13/2016,VT
6/13/2016,btv
6/13/2016,btv
6/12/2016,OrlandoShooting MTP Orlando
6/10/2016,CNNSOTU
6/9/2016,FilVets
6/9/2016,FilVets
6/9/2016,FilVets
6/9/2016,FilVets
6/9/2016,WIBackHer
6/9/2016,Sanders
6/9/2016,Election2016
6/9/2016,ImWithher
6/9/2016,FilVets
6/9/2016,FilVets
6/9/2016,FilVets
6/9/2016,FilVets
6/8/2016,climatechange ModiInUS
6/8/2016,Zika
6/8/2016,TSCA
6/8/2016,Copa100 OneNationOneTeam
6/8/2016,TSCA
6/8/2016,ImWithHer
6/8/2016,TSCA
6/8/2016,Copa100 OneNationOneTeam
6/8/2016,ImWithHer
6/8/2016,ModiInUS
6/8/2016,LoveTrumpsHate
6/8/2016,ImWithHer
6/8/2016,ImWithHer
6/8/2016,ImWithHer
6/8/2016,Decision2016
6/8/2016,NotMeUs
6/8/2016,climatechange ModiInUS
6/8/2016,Zika
6/8/2016,TSCA
6/8/2016,Copa100 OneNationOneTeam
6/8/2016,TSCA
6/8/2016,ImWithHer
6/8/2016,TSCA
6/8/2016,Copa100 OneNationOneTeam
6/8/2016,ImWithHer
6/8/2016,ModiInUS
6/8/2016,LoveTrumpsHate
6/7/2016,VAisforNPSLovers
6/7/2016,AUMF AUMF
6/7/2016,VAisforNPSLovers
6/7/2016,AUMF NDAA
6/7/2016,CAPrimary
6/7/2016,EstoyConElla
6/7/2016,PrimaryDay
6/7/2016,PrimaryDay
6/7/2016,PrimaryDay
6/7/2016,PrimaryDay
6/7/2016,PrimaryDay
6/7/2016,SiSePuede
6/7/2016,VAisforNPSLovers
6/7/2016,AUMF AUMF
6/7/2016,VAisforNPSLovers
6/7/2016,AUMF NDAA
6/6/2016,DDay
6/6/2016,DDayRollCall
6/6/2016,EstoyConElla
6/6/2016,DDay
6/6/2016,Periscope
6/6/2016,DDay
6/6/2016,DDayRollCall
6/5/2016,Decision2016
6/5/2016,EstoyConElla
6/5/2016,Primarias2016
6/4/2016,TheGreatest
6/4/2016,RIPMuhammadAli
6/4/2016,FeelTheBern
6/4/2016,TheGreatest
6/3/2016,USMNT Copa100 OneNationOneTeam
6/3/2016,safetrack
6/3/2016,safetrack
6/3/2016,ImWithHer
6/3/2016,CNNSOTU
6/3/2016,SFforBernie
6/3/2016,keepitintheground
6/3/2016,writingexcellence
6/3/2016,USMNT Copa100 OneNationOneTeam
6/3/2016,safetrack
6/3/2016,safetrack
6/3/2016,keepitintheground
6/3/2016,writingexcellence
6/2/2016,WearOrange
6/2/2016,tbt
6/2/2016,WearOrange
6/2/2016,WearOrange
6/2/2016,SaveElephants
6/2/2016,GunViolence
6/2/2016,feelthebern california
6/2/2016,KeepItInTheGround
6/2/2016,WearOrange
